CNPJ_Fundo;Data_Referencia;Tipo;Emissor;CNPJ_Emissor;Valor
32.667.306/0001-92;31/03/2022;FII;FDO. INV. IMOB. ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS;32006821000121;1316601
32.667.306/0001-92;31/03/2022;FII;FII V2 PROPERTIES;33045581000137;23308425
32.667.306/0001-92;31/03/2022;FII;FII RBR RENDIMENTO HIGH GRADE;29467977000103;171274824
32.667.306/0001-92;31/03/2022;FII;REC RECEBÍVEIS IMOBILIÁRIOS FI;28152272000126;173000898
32.667.306/0001-92;31/03/2022;FII;RBR Private Crédito Imobiliário;30166700000111;48494881
32.667.306/0001-92;31/03/2022;FII;KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII;24960430000113;30390285
32.667.306/0001-92;31/03/2022;FII;MORE REAL ESTATE FOF;34197727000122;1684440
32.667.306/0001-92;31/03/2022;FII;FII KINEA RENDIMENTOS IMOBILIÁRIOS;16706958000132;420477024
32.667.306/0001-92;31/03/2022;FII;FII Capitânia Securities II;18979895000113;2758515
32.667.306/0001-92;31/03/2022;FII;KINEA HIGH YIELD CRI FDO INV IMOB - FII;30130708000128;147773136
32.667.306/0001-92;30/06/2022;FII;FII V2 PROPERTIES;33045581000137;234374985
32.667.306/0001-92;30/06/2022;FII;FII REC RECEBIVEIS IMOBILIARIO;28152272000126;1116100
32.667.306/0001-92;30/06/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;256374984
32.667.306/0001-92;30/06/2022;FII;MORE REAL ESTATE FOF FII FII;34197727000122;1515996
32.667.306/0001-92;30/06/2022;FII;PATRIA LOGISTICA FIM;35754164000199;18105716
32.667.306/0001-92;30/06/2022;FII;KINEA RENDIMENTOS IMOB.FII (ITAU);16706958000132;31291524
32.667.306/0001-92;30/06/2022;FII;KINEA HIGH YIELD CRI FUNDO DE INVES;30130708000128;2722200
32.667.306/0001-92;30/06/2022;FII;FUNDO DE INVESTIMENTO IMOBILIARIO A;32006821000121;698594
32.667.306/0001-92;30/06/2022;FII;FII CRI INTEGRAL BREI1;40011251000196;96594975
32.667.306/0001-92;30/06/2022;FII;CAPITANIA SECURITIES II FII - FII;18979895000113;340931604
32.667.306/0001-92;30/06/2022;FII;FII RBR RENDIMENTO HIGH GRADE;29467977000103;258374752
32.667.306/0001-92;30/09/2022;FII;FII RBR RENDIMENTO HIGH GRADE;29467977000103;3080400
32.667.306/0001-92;30/09/2022;FII;MORE REAL ESTATE FOF FII FII;34197727000122;18435123
32.667.306/0001-92;30/09/2022;FII;BTG PACTUAL LOGISTICA FII;11839593000109;2318942
32.667.306/0001-92;30/09/2022;FII;PATRIA LOGISTICA FIM;35754164000199;1957368
32.667.306/0001-92;30/09/2022;FII;FUNDO DE INVESTIMENTO IMOBILIARIO A;32006821000121;593280
32.667.306/0001-92;30/09/2022;FII;FII CRI INTEGRAL BREI1;40011251000196;136749657
32.667.306/0001-92;30/09/2022;FII;CAPITANIA SECURITIES II FII - FII;18979895000113;342095065
32.667.306/0001-92;30/09/2022;FII;FII REC RECEBIVEIS IMOBILIARIO;28152272000126;1474275
32.667.306/0001-92;30/09/2022;FII;KINEA RENDIMENTOS IMOB.FII (ITAU);16706958000132;1177600
32.667.306/0001-92;30/09/2022;FII;KINEA HIGH YIELD CRI FUNDO DE INVES;30130708000128;25405455
32.667.306/0001-92;30/09/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;3381800
32.754.734/0001-52;31/03/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;74779445
32.754.734/0001-52;31/03/2022;FII;FATOR VERITA FUNDO DE INVESTIMENTO;11664201000100;5375318
32.754.734/0001-52;30/06/2022;FII;FATOR VERITA FUNDO DE INVESTIMENTO;11664201000100;265038
32.754.734/0001-52;30/06/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;74324055
32.754.734/0001-52;30/09/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;6713330
32.754.734/0001-52;30/09/2022;FII;FATOR VERITA FUNDO DE INVESTIMENTO;11664201000100;2589134
32.784.898/0001-22;31/03/2022;FII;HSI MALLS FII;32892018000131;38007125
32.784.898/0001-22;31/03/2022;FII;CORE METROPOLIS FII;38293921000162;5682061
32.784.898/0001-22;31/03/2022;FII;NAVI RESIDENCIAL FII;42432327000182;881484
32.784.898/0001-22;31/03/2022;FII;JFL LIVING FII;36501181000187;3862000
32.784.898/0001-22;31/03/2022;FII;VINCI SHOPPING CENTERS FII;17554274000125;68148124
32.784.898/0001-22;31/03/2022;FII;CORE METROPOLIS FII;38293921000162;189560
32.784.898/0001-22;31/03/2022;FII;CSHG REAL STATE - FII;9072017000129;1204648704
32.784.898/0001-22;31/03/2022;FII;KINEA RENDIMENTOS IMOBILIARIOS FII;16706958000132;63511239
32.784.898/0001-22;31/03/2022;FII;FII CAMPUS FARIA LIMA;11602654000101;38946912
32.784.898/0001-22;31/03/2022;FII;GTIS BRAZIL LOGISTICS FUNDO DE INVESTIME;36200677000110;2999700
32.784.898/0001-22;31/03/2022;FII;VALORA CRI INDICE DE PRECO FII;34197811000146;339964572
32.784.898/0001-22;31/03/2022;FII;CANVAS CRI - FII;40011268000143;2969400
32.784.898/0001-22;31/03/2022;FII;KINEA HIGH YIELD CRI - FII;30130708000128;7272300
32.784.898/0001-22;31/03/2022;FII;SDI RIO BRAVO RENDA LOGISTICA FII;16671412000193;604979193
32.784.898/0001-22;31/03/2022;FII;CSHG LOGISTICA- FII;11728688000147;11334801
32.784.898/0001-22;31/03/2022;FII;CSHG RENDA URBANA - FII;29641226000153;2161135614
32.784.898/0001-22;31/03/2022;FII;RIO BRAVO RENDA EDUCACIONAL-FII;13873457000152;825944544
32.784.898/0001-22;31/03/2022;FII;CAPITÂNIA SECURITIES II FII;18979895000113;6603355
32.784.898/0001-22;31/03/2022;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI PR;35652102000176;8270100
32.784.898/0001-22;31/03/2022;FII;FATOR VERITA - FII FATOR VR;11664201000100;1075189216
32.784.898/0001-22;31/03/2022;FII;KINEA INDICES PRECOS FUNDO INVESTIMENTO;24960430000113;1269641967
32.784.898/0001-22;31/03/2022;FII;FII BTG PACTUAL;8924783000101;1140412275
32.784.898/0001-22;31/03/2022;FII;V2 PROPERTIES FII;33045581000137;13688325
32.784.898/0001-22;31/03/2022;FII;BB PROGRESSIVO II - FII;14410722000129;332913878
32.784.898/0001-22;31/03/2022;FII;JS REAL ESTATE MULTIGESTAO FII;13371132000171;71189897
32.784.898/0001-22;31/03/2022;FII;CSHG BRASIL SHOPPING FII;8431747000106;946652001
32.784.898/0001-22;31/03/2022;FII;FII XP INDUSTRIAL;28516325000140;332902776
32.784.898/0001-22;31/03/2022;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;18149233
32.784.898/0001-22;31/03/2022;FII;FII MOGNO CRI HIGH GRADE;35652204000191;8271802
32.784.898/0001-22;31/03/2022;FII;FII GREEN TOWERS;23740527000158;8059115
32.784.898/0001-22;31/03/2022;FII;SUCCESPAR VAREJO FII;27538422000171;1933533324
32.784.898/0001-22;31/03/2022;FII;CORE METROPOLIS FII;38293921000162;4729522
32.784.898/0001-22;31/03/2022;FII;XP LOG FII;26502794000185;508264411
32.784.898/0001-22;31/03/2022;FII;VINCI CORPORATE FUNDO DE INVESTIMENTO IM;12516185000170;30516102
32.784.898/0001-22;31/03/2022;FII;YUCA FII;36445551000106;104951908
32.784.898/0001-22;31/03/2022;FII;XP MALLS FII;28757546000100;69175046
32.784.898/0001-22;31/03/2022;FII;BRESCO LOGISTICA FII;20748515000181;1307489725
32.784.898/0001-22;30/06/2022;FII;KINEA RENDIMENTOS IMOBILIARIOS FII;16706958000132;356238044
32.784.898/0001-22;30/06/2022;FII;HSI MALLS FII;32892018000131;182410811
32.784.898/0001-22;30/06/2022;FII;XP MALLS FII;28757546000100;6831658
32.784.898/0001-22;30/06/2022;FII;CSHG LOGISTICA- FII;11728688000147;1139858092
32.784.898/0001-22;30/06/2022;FII;CSHG REAL STATE - FII;9072017000129;1234346112
32.784.898/0001-22;30/06/2022;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;1789141212
32.784.898/0001-22;30/06/2022;FII;JS REAL ESTATE MULTIGESTAO FII;13371132000171;738485621
32.784.898/0001-22;30/06/2022;FII;CSHG RENDA URBANA - FII;29641226000153;2290633917
32.784.898/0001-22;30/06/2022;FII;SUCCESPAR VAREJO FII;27538422000171;1931984641
32.784.898/0001-22;30/06/2022;FII;NAVI RESIDENCIAL FII;42432327000182;7716709
32.784.898/0001-22;30/06/2022;FII;VBI PRIME PROPERTIES FII;35652102000176;7344000
32.784.898/0001-22;30/06/2022;FII;CANVAS CRI - FII;40011268000143;2985000
32.784.898/0001-22;30/06/2022;FII;RIO BRAVO RENDA EDUCACIONAL-FII;13873457000152;78938766
32.784.898/0001-22;30/06/2022;FII;KINEA INDICES PRECOS FUNDO INVESTIMENTO;24960430000113;1261910133
32.784.898/0001-22;30/06/2022;FII;BRESCO LOGISTICA FII;20748515000181;1298136398
32.784.898/0001-22;30/06/2022;FII;FII CAMPUS FARIA LIMA;11602654000101;396024
32.784.898/0001-22;30/06/2022;FII;HEDGE BRASIL SHOPPING FII;8431747000106;908626476
32.784.898/0001-22;30/06/2022;FII;URCA PRIME RENDA FII;34508872000187;3262976
32.784.898/0001-22;30/06/2022;FII;BB PROGRESSIVO II - FII;14410722000129;29947695
32.784.898/0001-22;30/06/2022;FII;XP LOG FII;26502794000185;487149569
32.784.898/0001-22;30/06/2022;FII;FII XP INDUSTRIAL;28516325000140;29710416
32.784.898/0001-22;30/06/2022;FII;FII BTG PACTUAL;8924783000101;1045786275
32.784.898/0001-22;30/06/2022;FII;FII GREEN TOWERS;23740527000158;6938440
32.784.898/0001-22;30/06/2022;FII;GTIS BRAZIL LOGISTICS FUNDO DE INVESTIME;36200677000110;2998500
32.784.898/0001-22;30/06/2022;FII;CAPITÂNIA SECURITIES II FII;18979895000113;576307128
32.784.898/0001-22;30/06/2022;FII;KINEA HIGH YIELD CRI - FII;30130708000128;7280000
32.784.898/0001-22;30/06/2022;FII;WHG REAL ESTATE FII;41256643000188;96664251
32.784.898/0001-22;30/06/2022;FII;SDI RIO BRAVO RENDA LOGISTICA FII;16671412000193;578057586
32.784.898/0001-22;30/06/2022;FII;YUCA FII;36445551000106;10298189
32.784.898/0001-22;30/06/2022;FII;FATOR VERITA - FII FATOR VR;11664201000100;97616136
32.784.898/0001-22;30/06/2022;FII;VALORA CRI INDICE DE PRECO FII;34197811000146;336178952
32.784.898/0001-22;30/06/2022;FII;CORE METROPOLIS FII;38293921000162;5557961
32.784.898/0001-22;30/06/2022;FII;JFL LIVING FII;36501181000187;3474000
32.784.898/0001-22;30/09/2022;FII;GTIS BRAZIL LOGISTICS FUNDO DE INVESTIME;36200677000110;28407301
32.784.898/0001-22;30/09/2022;FII;Mogno Fundo de Fundos;29216463000177;25146988
32.784.898/0001-22;30/09/2022;FII;JS REAL ESTATE MULTIGESTAO FII;13371132000171;854570925
32.784.898/0001-22;30/09/2022;FII;XP Selection Fdo de Fundos Inv Imob;30983020000190;25223562
32.784.898/0001-22;30/09/2022;FII;VALORA CRI INDICE DE PRECO FII;34197811000146;30768284
32.784.898/0001-22;30/09/2022;FII;HEDGE BRASIL SHOPPING FII;8431747000106;11328984
32.784.898/0001-22;30/09/2022;FII;RIO BRAVO RENDA EDUCACIONAL-FII;13873457000152;915997674
32.784.898/0001-22;30/09/2022;FII;YUCA FII;36445551000106;105860557
32.784.898/0001-22;30/09/2022;FII;JFL LIVING FII;36501181000187;3614500
32.784.898/0001-22;30/09/2022;FII;CAPITÂNIA SECURITIES II FII;18979895000113;57827383
32.784.898/0001-22;30/09/2022;FII;VBI PRIME PROPERTIES FII;35652102000176;3341250
32.784.898/0001-22;30/09/2022;FII;XP LOG FII;26502794000185;571400909
32.784.898/0001-22;30/09/2022;FII;XP MALLS FII;28757546000100;521124912
32.784.898/0001-22;30/09/2022;FII;KINEA INDICES PRECOS FUNDO INVESTIMENTO;24960430000113;142047482
32.784.898/0001-22;30/09/2022;FII;BRESCO LOGISTICA FII;20748515000181;142934645
32.784.898/0001-22;30/09/2022;FII;CSHG RENDA URBANA - FII;29641226000153;249617043
32.784.898/0001-22;30/09/2022;FII;FII BTG PACTUAL;8924783000101;1179276525
32.784.898/0001-22;30/09/2022;FII;CSHG REAL STATE - FII;9072017000129;1371791808
32.784.898/0001-22;30/09/2022;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;1776080549
32.784.898/0001-22;30/09/2022;FII;SUCCESPAR VAREJO FII;27538422000171;1926947532
32.784.898/0001-22;30/09/2022;FII;HSI MALLS FII;32892018000131;220441325
32.784.898/0001-22;30/09/2022;FII;BB PROGRESSIVO II - FII;14410722000129;34295242
32.784.898/0001-22;30/09/2022;FII;FATOR VERITA - FII FATOR VR;11664201000100;31489984
32.784.898/0001-22;30/09/2022;FII;URCA PRIME RENDA FII;34508872000187;1931063
32.784.898/0001-22;30/09/2022;FII;FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS;28830325000110;556254
32.784.898/0001-22;30/09/2022;FII;KINEA RENDIMENTOS IMOBILIARIOS FII;16706958000132;4289536
32.784.898/0001-22;30/09/2022;FII;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII;20216935000117;189206794
32.784.898/0001-22;30/09/2022;FII;Asa Metropolis FII;38293921000162;480170361
32.784.898/0001-22;30/09/2022;FII;FII GREEN TOWERS;23740527000158;7971410
32.784.898/0001-22;30/09/2022;FII;FUNDO DE FII KINEA FII.;30091444000140;273927452
32.784.898/0001-22;30/09/2022;FII;WHG REAL ESTATE FII;41256643000188;9519567
32.784.898/0001-22;30/09/2022;FII;RBR Alpha Multiestratégia Real Estate;27529279000151;259187418
32.784.898/0001-22;30/09/2022;FII;Alianza Trust Renda Imobiliaria;28737771000185;199291
32.784.898/0001-22;30/09/2022;FII;KINEA HIGH YIELD CRI - FII;30130708000128;6794200
32.784.898/0001-22;30/09/2022;FII;CSHG LOGISTICA- FII;11728688000147;8966363
32.784.898/0001-22;30/09/2022;FII;FII CAMPUS FARIA LIMA;11602654000101;423336
32.784.898/0001-22;30/09/2022;FII;CANVAS CRI - FII;40011268000143;2910000
32.784.898/0001-22;30/09/2022;FII;NAVI RESIDENCIAL FII;42432327000182;70891455
32.784.898/0001-22;30/09/2022;FII;FII XP INDUSTRIAL;28516325000140;33647452
32.784.898/0001-22;30/09/2022;FII;SDI RIO BRAVO RENDA LOGISTICA FII;16671412000193;6450654
32.892.018/0001-31;31/03/2022;FII;FII XP MALLSCI;28757546000100;484570526
32.892.018/0001-31;30/06/2022;FII;FII XP MALLSCI;28757546000100;47855698
32.903.521/0001-45;31/03/2022;FII;FII KINEA HYCI;30130708000128;1180180011
32.903.521/0001-45;31/03/2022;FII;FII KINEA IPCI ER;24960430000113;1488319666
32.903.521/0001-45;30/06/2022;FII;FII KINEA HYCI;30130708000128;10411648
32.903.521/0001-45;30/06/2022;FII;FII KINEA IPCI ER;24960430000113;1479256134
32.903.521/0001-45;30/09/2022;FII;FII KINEA IPCI ER;24960430000113;133614004
32.903.521/0001-45;30/09/2022;FII;FII KINEA HYCI;30130708000128;971687072
32.903.621/0001-71;31/03/2022;FII;FII KINEA RI - KNCR11;16706958000132;998126382
32.903.621/0001-71;30/06/2022;FII;FII KINEA RI - KNCR11;16706958000132;1004530312
32.903.702/0001-71;31/03/2022;FII;FII CSHG CRICI;11160521000122;5161790
32.903.702/0001-71;31/03/2022;FII;FII TM;23570871000146;48371541474
32.903.702/0001-71;31/03/2022;FII;FII VALORAIPCI ER;34197811000146;518219449
32.903.702/0001-71;31/03/2022;FII;FII KINEA IPCI;24960430000113;243804407
32.903.702/0001-71;31/03/2022;FII;FII IRIDIUM CI ER;28830325000110;5703921603
32.903.702/0001-71;31/03/2022;FII;FII BTG CRI CI ER;29787928000140;12286255
32.903.702/0001-71;31/03/2022;FII;FII KINEA SCCI;35864448000138;1336640312
32.903.702/0001-71;31/03/2022;FII;FII MAUA CI ER;23648935000184;6302672
32.903.702/0001-71;31/03/2022;FII;FII CAPI SECCI ER;18979895000113;25862610
32.903.702/0001-71;31/03/2022;FII;FII KINEA HYCI;30130708000128;2518989663
32.903.702/0001-71;30/06/2022;FII;FII KINEA HYCI;30130708000128;25216568
32.903.702/0001-71;30/06/2022;FII;FII BTG CRI CI ER;29787928000140;1241263958
32.903.702/0001-71;30/06/2022;FII;FII IRIDIUM CI ER;28830325000110;531823233
32.903.702/0001-71;30/06/2022;FII;FII KINEA SCCI;35864448000138;1295519232
32.903.702/0001-71;30/06/2022;FII;FII MAUA CI ER;23648935000184;353491254
32.903.702/0001-71;30/06/2022;FII;FII CSHG CRICI;11160521000122;156078756
32.903.702/0001-71;30/06/2022;FII;FII CAPI SECCI ER;18979895000113;2473009992
32.903.702/0001-71;30/06/2022;FII;FII VALORAIPCI ER;34197811000146;452594
32.903.702/0001-71;30/06/2022;FII;FII TM;23570871000146;48317761324
32.903.702/0001-71;30/09/2022;FII;FII CAPI SECCI ER;18979895000113;248144937
32.903.702/0001-71;30/09/2022;FII;FII MAUA CI ER;23648935000184;352045482
32.903.702/0001-71;30/09/2022;FII;FII BTG CRI DM;29787928000140;1
32.903.702/0001-71;30/09/2022;FII;FII KINEA HYCI;30130708000128;2353384702
32.903.702/0001-71;30/09/2022;FII;FII VALORAIPCI ER;34197811000146;41423
32.903.702/0001-71;30/09/2022;FII;FII KINEA SCCI;35864448000138;117874624
32.903.702/0001-71;30/09/2022;FII;FII TM;23570871000146;48326096931
32.903.702/0001-71;30/09/2022;FII;FII BTG CRI CI ER;29787928000140;1228366842
32.903.702/0001-71;30/09/2022;FII;FII IRIDIUM CI ER;28830325000110;5381314507
33.045.581/0001-37;31/03/2022;FII;CAPITANIA REIT FOF - FII;34081611000123;0
33.045.581/0001-37;31/03/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;1730770
33.045.581/0001-37;30/06/2022;FII;KINEA INDICES DE PRECOS FI IMOBILIA;24960430000113;1416660
33.045.581/0001-37;30/06/2022;FII;CAPITANIA SECURITIES II FII - FII;18979895000113;454200
33.045.581/0001-37;30/06/2022;FII;CAPITANIA REIT FOF - FII;34081611000123;0
33.045.581/0001-37;30/06/2022;FII;VALORA CRI INDICE PRECO FII - FII;34197811000146;393560
33.701.485/0001-08;31/03/2022;FII;Fram Capital SJ AU Logistica F. de Investimento Imobiliário;27771147000147;7706984273
33.701.485/0001-08;31/03/2022;FII;Fram Capital SBCLOG Fundo de Investimento Imobiliário;34471719000122;1136794807
33.701.485/0001-08;30/06/2022;FII;Fram Capital SBCLOG Fundo de Investimento Imobiliário;34471719000122;1033856636
33.701.485/0001-08;30/06/2022;FII;Fram Capital SJ AU Logistica F. de Investimento Imobiliário;27771147000147;7706675905
33.721.517/0001-29;31/03/2022;FII;FII RIO BRAVO RENDA CORPORATIVA;03683056000186;425265775
33.721.517/0001-29;31/03/2022;FII;FI IMOBILIARIO - FII TORRE NORTE;04722883000102;545
33.721.517/0001-29;31/03/2022;FII;BRESCO - FUNDO DE INVESTIMENTO IMOB;20748515000181;2918347
33.721.517/0001-29;31/03/2022;FII;FII THE ONE;12948291000123;27684
33.721.517/0001-29;31/03/2022;FII;FII CEO CYRELA COMMERCIAL PROPERTIE;15799397000109;925828
33.721.517/0001-29;31/03/2022;FII;FII CRI INTEGRAL BREI1;40011251000196;481796437
33.721.517/0001-29;31/03/2022;FII;HEDGE LOGÍSTICA FUNDO INVESTIMENTO IMOBILIARIO;27486542000172;76516986
33.721.517/0001-29;31/03/2022;FII;BLUEMACAW LOGISTICA FUNDO DE INVEST;34081637000171;7799337
33.721.517/0001-29;31/03/2022;FII;CSHG REAL ESTATE - FI IMOBILIARIO -;09072017000129;26950952
33.721.517/0001-29;31/03/2022;FII;TELLUS PROPERTIES FII;26681370000125;3686391
33.721.517/0001-29;31/03/2022;FII;FII EDIFICIO GALERIA;15333306000137;79544665
33.721.517/0001-29;31/03/2022;FII;PATRIA LOGISTICA FIM;35754164000199;7947016
33.721.517/0001-29;31/03/2022;FII;RB CAPITAL RECEBIVEIS (EXT-BRLTRUS);35689733000160;273900
33.721.517/0001-29;31/03/2022;FII;FII TORRE ALMIRANTE;07122725000100;928200
33.721.517/0001-29;31/03/2022;FII;FII CENESP;13551286000145;15481232
33.721.517/0001-29;31/03/2022;FII;HEDGE BRASIL SHOPPING FII;08431747000106;98096315
33.721.517/0001-29;31/03/2022;FII;FII - VBI LOGISTICO;30629603000118;85985928
33.721.517/0001-29;31/03/2022;FII;VALORA CRI INDICE PRECO FII - FII;34197811000146;48577772
33.721.517/0001-29;31/03/2022;FII;CAPITANIA SECURITIES II FII - FII;18979895000113;475665
33.721.517/0001-29;31/03/2022;FII;FI IMOBILIARIO FII PARQUE D. PEDRO;10869155000112;221987745
33.721.517/0001-29;31/03/2022;FII;FI IMOBILIARIO - FII TB OFFICE;17365105000147;98238
33.721.517/0001-29;31/03/2022;FII;PATRIA EDIFICIOS CORPORATIVOS FUNDO;30048651000112;25428234
33.721.517/0001-29;31/03/2022;FII;XP CREDITO IMOBILIARIO FUNDO DE INV;28516301000191;47513422
33.721.517/0001-29;31/03/2022;FII;RBR LOG - FUNDO DE INVESTIMENTO IMO;35705463000133;226857141
33.721.517/0001-29;31/03/2022;FII;KILIMA FUNDO DE INVESTIMENTO EM COT;36669660000107;3690453
33.721.517/0001-29;31/03/2022;FII;FII SHOPPING JARDIM SUL;14879856000193;296940
33.721.517/0001-29;31/03/2022;FII;NAVI RESIDENCIAL FUNDO DE INVESTIME;42432327000182;9779556
33.721.517/0001-29;31/03/2022;FII;BLUECAP RENDA LOGISTICA FII - FII;35652060000173;451310112
33.721.517/0001-29;31/03/2022;FII;FI IMOB BTG PACT CORP OFF;08924783000101;432732382
33.721.517/0001-29;31/03/2022;FII;FUNDO DE INVESTIMENTO IMOBILIARIO E;09552812000114;42396562
33.721.517/0001-29;31/03/2022;FII;CASTELLO BRANCO OFFICE PARK FDO INV;17144039000185;84725612
33.721.517/0001-29;31/03/2022;FII;NAVI IMOBILIARIO FUNDO DE FII;35652252000180;369950
33.721.517/0001-29;30/06/2022;FII;FII SHOPPING JARDIM SUL;14879856000193;3123324
33.721.517/0001-29;30/06/2022;FII;HEDGE LOGÍSTICA FUNDO INVESTIMENTO IMOBILIARIO;27486542000172;72907065
33.721.517/0001-29;30/06/2022;FII;HEDGE BRASIL SHOPPING FII;08431747000106;9415594
33.721.517/0001-29;30/06/2022;FII;RBR LOG - FUNDO DE INVESTIMENTO IMO;35705463000133;222534306
33.721.517/0001-29;30/06/2022;FII;BRESCO - FUNDO DE INVESTIMENTO IMOB;20748515000181;289747016
33.721.517/0001-29;30/06/2022;FII;TELLUS PROPERTIES FII;26681370000125;355295403
33.721.517/0001-29;30/06/2022;FII;VALORA CRI INDICE PRECO FII - FII;34197811000146;47896252
33.721.517/0001-29;30/06/2022;FII;FII - VBI LOGISTICO;30629603000118;84526648
33.721.517/0001-29;30/06/2022;FII;FI IMOBILIARIO - FII TORRE NORTE;04722883000102;56035
33.721.517/0001-29;30/06/2022;FII;RB CAPITAL RECEBIVEIS (EXT-BRLTRUS);35689733000160;269790
33.721.517/0001-29;30/06/2022;FII;FII CENESP;13551286000145;15014848
33.721.517/0001-29;30/06/2022;FII;FII EDIFICIO GALERIA;15333306000137;73287424
33.721.517/0001-29;30/06/2022;FII;NAVI RESIDENCIAL FUNDO DE INVESTIME;42432327000182;95494488
33.721.517/0001-29;30/06/2022;FII;CAPITANIA SECURITIES II FII - FII;18979895000113;45483588
33.721.517/0001-29;30/06/2022;FII;BLUEMACAW LOGISTICA FUNDO DE INVEST;34081637000171;752317
33.721.517/0001-29;30/06/2022;FII;FII TORRE ALMIRANTE;07122725000100;908820
33.721.517/0001-29;30/06/2022;FII;FUNDO DE INVESTIMENTO IMOBILIARIO E;09552812000114;4073524
33.721.517/0001-29;30/06/2022;FII;FI IMOB BTG PACT CORP OFF;08924783000101;396826302
33.721.517/0001-29;30/06/2022;FII;PATRIA LOGISTICA FIM;35754164000199;821408
33.721.517/0001-29;30/06/2022;FII;XP CREDITO IMOBILIARIO FUNDO DE INV;28516301000191;46064469
33.721.517/0001-29;30/06/2022;FII;BLUECAP RENDA LOGISTICA FII - FII;35652060000173;455815792
33.721.517/0001-29;30/06/2022;FII;CASTELLO BRANCO OFFICE PARK FDO INV;17144039000185;84864552
33.721.517/0001-29;30/06/2022;FII;CSHG REAL ESTATE - FI IMOBILIARIO -;09072017000129;27615356
33.721.517/0001-29;30/06/2022;FII;NAVI IMOBILIARIO FUNDO DE FII;35652252000180;366450
33.721.517/0001-29;30/06/2022;FII;FII CEO CYRELA COMMERCIAL PROPERTIE;15799397000109;941520
33.721.517/0001-29;30/06/2022;FII;FII THE ONE;12948291000123;291816
33.721.517/0001-29;30/06/2022;FII;FII CRI INTEGRAL BREI1;40011251000196;4612500
33.721.517/0001-29;30/06/2022;FII;FI IMOBILIARIO FII PARQUE D. PEDRO;10869155000112;2167830
33.721.517/0001-29;30/06/2022;FII;PATRIA EDIFICIOS CORPORATIVOS FUNDO;30048651000112;249890526
33.721.517/0001-29;30/06/2022;FII;KILIMA FUNDO DE INVESTIMENTO EM COT;36669660000107;3739463
33.721.517/0001-29;30/06/2022;FII;FII RIO BRAVO RENDA CORPORATIVA;03683056000186;41872833
33.884.145/0001-51;31/03/2022;FII;FII UBS (BR) - RECR11;28152272000126;422796276
33.884.145/0001-51;31/03/2022;FII;FII VALORAIP - VGIP11;34197811000146;7224796
33.884.145/0001-51;31/03/2022;FII;FII DEVANT - DEVA11;37087810000137;2092065
33.884.145/0001-51;31/03/2022;FII;FII RBR PCRI - RBRY11;30166700000111;1816327
33.884.145/0001-51;31/03/2022;FII;FII VBI CRI - CVBI11;28729197000113;10279
33.884.145/0001-51;31/03/2022;FII;FII BARIGUI - BARI11;29267567000100;51350
33.884.145/0001-51;30/06/2022;FII;FII UBS (BR) - RECR11;28152272000126;4099800
33.884.145/0001-51;30/06/2022;FII;FII DEVANT - DEVA11;37087810000137;2099661
33.884.145/0001-51;30/06/2022;FII;FII BARIGUI - BARI11;29267567000100;50500
33.884.145/0001-51;30/09/2022;FII;FII DEVANT - DEVA11;37087810000137;1996904
33.884.145/0001-51;30/09/2022;FII;FII BARIGUI - BARI11;29267567000100;47900
33.884.145/0001-51;30/09/2022;FII;FII UBS (BR) - RECR11;28152272000126;36631713
34.007.109/0001-72;31/03/2022;FII;LGCP11;34598181000111;2108039
34.007.109/0001-72;31/03/2022;FII;LUGG11;34835191000123;28314288
34.007.109/0001-72;30/06/2022;FII;LGCP11;34598181000111;212791096
34.007.109/0001-72;30/06/2022;FII;LUGG11;34835191000123;2913870
34.007.109/0001-72;30/09/2022;FII;LGCP11;34598181000111;22705057
34.007.109/0001-72;30/09/2022;FII;LUGG11;34835191000123;2821479
34.027.774/0001-28;31/03/2022;FII;FII BLUE CRI - BLMC11;38294221000192;72567432
34.027.774/0001-28;31/03/2022;FII;FII BREI - IBCR11;40011251000196;15794943
34.027.774/0001-28;31/03/2022;FII;FII RIOB RC - RCRB11;03683056000186;4969657
34.027.774/0001-28;31/03/2022;FII;FII CSHG LOG - HGLG11;11728688000147;23544
34.027.774/0001-28;31/03/2022;FII;FII XP PROP - XPPR11;30654849000140;60544305
34.027.774/0001-28;31/03/2022;FII;FII CORE MET - CORM11;38293921000162;28443478
34.027.774/0001-28;31/03/2022;FII;FII BREI - IBCR12;40011251000196;0
